d1	d2	d3
1.7985074780971462	-7.208346005112773	-7.250762194762109
7.949769854815132	-0.805282170740858	1.709989939611015
3.951672629252018	-5.740805422675013	-4.371901562507247
2.6780296994889397	-8.748375027371951	-9.21966369153755
2.6364795884968	-3.051601948685418	-2.634016763908168
3.074798583068108	-1.2545884348654184	-2.2820127582883756
3.8845493817107126	-7.169537408738126	-7.279888897303496
6.3678917752391975	-0.8162632474074936	0.4360089945099348
5.398480982611005	-1.9072714640911368	-1.5310151455640466
5.756016134599275	-6.245386896927545	-6.168136294814882
3.2603083328797813	4.333415665084402	3.619112093674019
2.5913130635956065	8.007503691303727	9.625942018522695
-0.056928801504107174	4.487275261844142	4.122794637051542
2.2384946596832807	10.391809562778294	11.264184590943591
-1.7039181756761699	-3.1620313929838844	-1.0668612063132628
1.6667406823573327	5.511431307018692	3.26496787282289
1.4992214609946557	1.4325088132285193	2.4586119752331443
-3.148850692940285	2.115137717723365	0.4059018555859948
4.006757189293882	-2.378373687317073	-3.218900432978222
3.6070899467562025	1.8878556287177792	1.9278632929382684
3.8270464736554217	3.5674290809975804	3.0565125063840277
4.7691617201911205	-8.166026619733943	-10.285471999566068
2.650372267979046	7.547393847030749	6.979108760326949
4.070447506171856	1.1777683088774467	-0.7805973510234547
6.873721823764765	-2.9171061714874984	-3.6414985062979364
0.5903079306186769	9.212357691068235	9.028951166688493
-0.8612462333020434	-3.6152899429769088	-5.066173299626026
0.7141129013082808	3.36470962355734	2.7864281009654412
-2.219807532375235	-5.273574485832645	-4.622915357921385
2.8969430889149184	1.7076042582110746	2.0739008048774963
-0.49082539059226304	1.8876207022447202	4.1111629505083895
5.1266537668102155	-9.222506968552691	-9.927904907563983
6.522164261642013	-1.979111000175037	-1.5845043127566911
-1.6583959170120979	-0.9439924618702222	-1.3250083902584782
-4.912034619510063	3.3696727289461847	3.61781521166892
4.261734340996471	-6.09913830410332	-4.085395638963023
1.3573512566602186	-5.010919577155369	-4.722780381936284
1.4044414149460889	5.145021690125738	3.689373370202382
-1.400971764997947	3.2668723180984367	4.071913899732516
4.704698938439394	-4.687654597111945	-5.3643593705209485
0.9501111232199662	2.132665709945845	1.6709386769975814
4.773044873645542	2.4920791542127843	2.4739297853883344
7.55938536721644	-5.5471195112334115	-6.238745058660845
-5.027079347112178	7.521533307576232	6.743191387082955
0.6526558696415963	8.762442412879997	8.184026681974755
4.626832102548783	4.464791548734024	4.42891274098486
-0.8813614282494475	1.414088849420848	1.5275218585486985
1.2527560810595306	-9.63751021024615	-9.47143170649425
4.19612140905387	5.7515128455176034	6.475762422170045
-2.7300225027722362	-6.385287296801218	-5.87109063779411
2.9287432143145096	1.5531515455468716	1.6899311907697991
-0.309544926918782	-6.897386355395209	-4.702646633858902
-1.3736613267133366	-3.4406664571945917	-2.7334959445364806
3.9061191652413445	4.238288481708132	4.5551931908079615
2.0297912271104783	3.2464790644922683	3.2656483874002133
1.496044604605453	2.174159118900045	2.0701380591200618
6.640462036237864	4.885813301979381	4.161331616001503
-0.5186063334736728	5.772377338034753	6.713332039416206
4.307390966301758	-1.9322631241206527	-1.177418246422214
4.732261119542752	0.2244334222818405	0.091601732788156
0.49972097253510617	14.44606863441503	15.093018122121403
0.6702278309178722	5.225219026026689	6.2058140697534245
-2.6947802321106646	-0.17736661583129743	-0.5449003682873766
-3.033103995142824	4.2884789167998445	4.763470787971339
1.423406614794136	-1.1771326205719195	-0.7079634589727379
-0.7656575248463677	3.701041219709857	3.4357044830874637
1.9935771544243994	7.695300428456942	7.815151850772323
2.951649608763976	-0.9993045356857186	0.08929387614688289
1.900974576067073	-3.3172867797105594	-1.7231854099790307
0.6742225620129663	-4.144692072691881	-4.497694271099188
2.6385053338123003	1.2872987500415545	0.5774602948711468
3.562001876825424	-4.965618688863205	-2.8650489993348485
4.088520836250678	7.279386281643221	5.752421868617396
0.8563416737511862	4.804491486176021	5.833971266969124
