col1	col2
-3.0	-8.838355338217145
-2.979933110367893	-7.951370898281134
-2.959866220735786	-9.122283873939368
-2.939799331103679	-8.226489955488566
-2.919732441471572	-8.176973370010446
-2.899665551839465	-9.181085203625626
-2.879598662207358	-7.694881270808729
-2.859531772575251	-8.253945188236047
-2.839464882943144	-7.535144173295079
-2.819397993311037	-6.872980628066473
-2.79933110367893	-7.564835127477591
-2.779264214046823	-8.117659213602558
-2.759197324414716	-7.073742699362966
-2.739130434782609	-8.049864145115436
-2.719063545150502	-7.596784994905194
-2.6989966555183944	-7.576310407895421
-2.678929765886288	-8.053051427616085
-2.6588628762541804	-7.8586599354347655
-2.638795986622074	-7.084653370844943
-2.6187290969899664	-6.737839106062251
-2.5986622073578594	-7.9631825553777436
-2.5785953177257523	-6.409545325956675
-2.5585284280936453	-6.036864944699895
-2.5384615384615383	-6.376552382650139
-2.5183946488294313	-6.529300573420306
-2.4983277591973243	-4.795013803726272
-2.4782608695652173	-5.444212778792802
-2.4581939799331103	-6.054211189462647
-2.4381270903010033	-6.7336683611326364
-2.4180602006688963	-6.460014785446826
-2.3979933110367893	-4.689412077152224
-2.3779264214046822	-6.361886326182679
-2.3578595317725752	-5.055887026553986
-2.3377926421404682	-4.658364976378191
-2.317725752508361	-3.6281444049480482
-2.297658862876254	-4.217014946496404
-2.277591973244147	-5.4729669619922765
-2.25752508361204	-3.6802987065279864
-2.237458193979933	-4.87026819893144
-2.217391304347826	-4.171931073199819
-2.197324414715719	-3.729457103389197
-2.177257525083612	-4.704431430048128
-2.157190635451505	-3.8289537919757333
-2.137123745819398	-7.009766516202684
-2.1170568561872907	-5.1122222899343575
-2.096989966555184	-3.83351236816885
-2.0769230769230766	-5.323186190074309
-2.05685618729097	-6.1650854653626554
-2.0367892976588626	-3.316863703335516
-2.016722408026756	-4.7501431584889
-1.9966555183946488	-4.249601973347876
-1.9765886287625418	-4.002939200950096
-1.9565217391304348	-3.5337299273870997
-1.9364548494983278	-3.589427125013899
-1.9163879598662208	-1.1545165835555986
-1.8963210702341138	-5.096907794931835
-1.8762541806020065	-3.7648460710858056
-1.8561872909698995	-4.078192556704814
-1.8361204013377925	-2.8904914120497467
-1.8160535117056855	-4.090482117280103
-1.7959866220735785	-3.264397593617937
-1.7759197324414715	-2.430952156190121
-1.7558528428093645	-2.6219706686729776
-1.7357859531772575	-4.225206126628193
-1.7157190635451505	-1.3867754257479457
-1.6956521739130435	-2.224624240912815
-1.6755852842809364	-3.2133439907333194
-1.6555183946488294	-0.009806311126484335
-1.6354515050167224	-3.031768170475831
-1.6153846153846154	-0.8853026201161303
-1.5953177257525084	-1.8758949291506573
-1.5752508361204014	-2.235722066856238
-1.5551839464882944	-0.9319275964218394
-1.5351170568561872	-2.416344876384078
-1.5150501672240801	-2.2323581515146387
-1.4949832775919731	-2.572355936717388
-1.4749163879598661	-3.2666055609540567
-1.4548494983277591	-1.7037540198003347
-1.434782608695652	-1.9461942844676914
-1.414715719063545	-0.5843654958706608
-1.394648829431438	-1.3005344921867439
-1.374581939799331	-4.014251756378735
-1.354515050167224	-1.8119554012882944
-1.334448160535117	-1.8258795382759077
-1.31438127090301	-0.11965328710323742
-1.294314381270903	-2.044543615398927
-1.274247491638796	-0.924570197854615
-1.254180602006689	-1.663314248722489
-1.2341137123745818	0.18112239964180277
-1.2140468227424748	-3.899985188650926
-1.1939799331103678	-1.3871566692507171
-1.1739130434782608	-0.766797864342818
-1.1538461538461537	-2.821730563686385
-1.1337792642140467	-2.8608297207037006
-1.1137123745819397	-1.5436009476366137
-1.0936454849498327	0.360331760214603
-1.0735785953177257	-1.5557074571707084
-1.0535117056856187	-0.41495685843401076
-1.0334448160535117	-1.4774395666201587
-1.0133779264214047	-1.0387738049858537
-0.9933110367892977	-0.5805645608746318
-0.9732441471571907	-0.1525347871934083
-0.9531772575250836	-1.835417015596398
-0.9331103678929766	-2.383519105203087
-0.9130434782608696	-0.17273695066662187
-0.8929765886287626	-0.6929975460372003
-0.8729096989966556	0.18728491235960298
-0.8528428093645486	-1.3518485840599417
-0.8327759197324416	-1.9528631017856504
-0.8127090301003346	1.0947005125091787
-0.7926421404682276	-1.2321517081902986
-0.7725752508361206	-0.6046279471407456
-0.7525083612040131	-0.30984500755969346
-0.7324414715719061	-1.2954268402975138
-0.7123745819397991	0.3957897426668595
-0.6923076923076921	1.3245706929382148
-0.6722408026755851	-2.1468775163343192
-0.652173913043478	-1.3190077729000689
-0.632107023411371	-1.2628668513257435
-0.612040133779264	-1.098555322667913
-0.591973244147157	0.9110716111753707
-0.57190635451505	-1.7763393909080933
-0.551839464882943	0.6232199848591369
-0.531772575250836	-0.9843694644617185
-0.511705685618729	-1.3023011591236977
-0.49163879598662197	-1.565574049288494
-0.47157190635451496	0.5905938682048035
-0.45150501672240795	-1.4534365704574916
-0.43143812709030094	-0.5811850167366241
-0.41137123745819393	0.058756133225581125
-0.3913043478260869	0.26629447983466603
-0.3712374581939799	-0.19365985064881672
-0.3511705685618729	0.7325101451590987
-0.3311036789297659	1.2840299770836103
-0.3110367892976589	0.9452273744090611
-0.29096989966555187	0.27236631598923405
-0.27090301003344486	0.496911745956503
-0.25083612040133785	0.2230287645364713
-0.23076923076923084	-2.653465580760418
-0.21070234113712383	-2.199064914063198
-0.19063545150501682	-0.18092950896525337
-0.1705685618729098	-0.23185338637595004
-0.1505016722408028	-0.14614415364401506
-0.1304347826086958	0.5861401758122226
-0.11036789297658878	0.03643196559352016
-0.09030100334448132	-1.1372510832506142
-0.07023411371237431	0.19711668490757453
-0.0501672240802673	-0.1511970017423809
-0.030100334448160293	1.818626557789102
-0.010033444816053283	-0.7048550879812304
0.010033444816053727	0.8013819255515423
0.030100334448160737	-0.16252807860724208
0.05016722408026775	1.701310168262099
0.07023411371237476	-1.106531988936849
0.09030100334448177	0.5995837606461839
0.11036789297658878	0.8365143293375703
0.1304347826086958	-1.4188131606152656
0.1505016722408028	0.991772176292323
0.1705685618729098	1.4904176668454392
0.19063545150501682	-1.7735356017996875
0.21070234113712383	0.8122889628560592
0.23076923076923084	-1.4570681998535322
0.25083612040133785	0.03311911086968779
0.27090301003344486	0.4663460505117337
0.29096989966555187	0.25523096412704677
0.3110367892976589	1.9526558284432378
0.3311036789297659	-1.2361997772347946
0.3511705685618729	0.8903177776807354
0.3712374581939799	0.6383969590084585
0.3913043478260869	0.379085220573326
0.41137123745819393	-2.121185758953083
0.43143812709030094	-0.94742600918186
0.45150501672240795	-0.8518838362589789
0.47157190635451496	-0.2857987285303869
0.49163879598662197	1.7620228352495066
0.511705685618729	1.2710531137240588
0.5317725752508364	0.2892585539244766
0.5518394648829434	0.38823620909326845
0.5719063545150505	-0.8639233122011706
0.5919732441471575	-0.9286268241079181
0.6120401337792645	-0.10750346893822621
0.6321070234113715	0.8415848163499232
0.6521739130434785	0.6518873393344164
0.6722408026755855	-1.4563400225293341
0.6923076923076925	-0.4744061987319868
0.7123745819397995	-1.044355561015525
0.7324414715719065	-1.347064552444745
0.7525083612040135	0.17148194951103046
0.7725752508361206	0.6833093731611436
0.7926421404682276	-2.003494679454641
0.8127090301003346	0.8966402472943255
0.8327759197324416	0.08247942504487804
0.8528428093645486	-0.5788234080572542
0.8729096989966556	-0.5080699650902241
0.8929765886287626	-0.8197893659585048
0.9130434782608696	-0.9251117287458335
0.9331103678929766	0.11239245046378477
0.9531772575250836	-1.990335224383296
0.9732441471571907	-2.7636776637172833
0.9933110367892977	0.12933054803253952
1.0133779264214047	-0.35418050669659507
1.0334448160535121	-0.7872689480791293
1.0535117056856187	-1.3202076272365557
1.0735785953177261	0.04622982029610956
1.0936454849498327	-1.0231787654417421
1.1137123745819402	-1.9778323388963495
1.1337792642140467	0.17803256375208476
1.1538461538461542	-2.4977613575360227
1.1739130434782608	-3.0829865561676453
1.1939799331103682	-1.5242021424516343
1.2140468227424748	-0.6001132698317525
1.2341137123745822	-3.547963470994616
1.2541806020066888	-1.7418174199423242
1.2742474916387962	-1.9213022247383769
1.2943143812709028	-1.7192120950759686
1.3143812709030103	-2.5910367616879655
1.3344481605351168	-2.3666872870518496
1.3545150501672243	-3.174246423841792
1.3745819397993309	-1.8904901480256429
1.3946488294314383	-1.1895879375640335
1.4147157190635449	-1.0351047405345037
1.4347826086956523	-2.2441885090944176
1.454849498327759	-1.9337436575705718
1.4749163879598663	-2.7704688913955344
1.4949832775919738	-3.752669642089338
1.5150501672240804	-1.6280223621155259
1.5351170568561878	-2.5761452494940156
1.5551839464882944	-2.766025208902987
1.5752508361204018	-1.8707212345921407
1.5953177257525084	-3.78012371115674
1.6153846153846159	-0.8549207129181471
1.6354515050167224	-1.272569671764322
1.6555183946488299	-2.8088452557727246
1.6755852842809364	-1.2325904195276374
1.695652173913044	-4.814196499333642
1.7157190635451505	-1.7474473884984816
1.735785953177258	-1.6825458580871697
1.7558528428093645	-3.123835423618287
1.775919732441472	-3.213552190610583
1.7959866220735785	-3.6541244869881853
1.816053511705686	-3.135248063173178
1.8361204013377925	-3.474873642701428
1.8561872909699	-2.6358914871216474
1.8762541806020065	-3.4141741539083674
1.896321070234114	-6.127269771845627
1.9163879598662206	-2.525005397902641
1.936454849498328	-4.116935681088599
1.9565217391304346	-4.848561584872604
1.976588628762542	-3.4874329750098783
1.9966555183946486	-2.949994290637547
2.016722408026756	-5.395482575606874
2.0367892976588626	-4.416002453846083
2.05685618729097	-4.142370019541698
2.0769230769230766	-3.778651198542029
2.096989966555184	-3.8645999719191457
2.1170568561872907	-3.738104900703552
2.137123745819398	-3.5722072140462586
2.1571906354515056	-5.025719022704869
2.177257525083612	-4.652727704762185
2.1973244147157196	-4.866804573009817
2.217391304347826	-3.934219783122364
2.2374581939799336	-4.691467732873749
2.25752508361204	-4.138429706306829
2.2775919732441476	-4.530945719910462
2.297658862876254	-5.938325412081312
2.3177257525083617	-5.792570927998395
2.3377926421404682	-4.852385210921249
2.3578595317725757	-6.2992280799742595
2.3779264214046822	-4.87478877674847
2.3979933110367897	-6.01306870618288
2.4180602006688963	-5.032701312808366
2.4381270903010037	-5.954119515135662
2.4581939799331103	-5.852831306952326
2.4782608695652177	-5.862910763671438
2.4983277591973243	-4.563185819470845
2.5183946488294318	-6.244120608811344
2.5384615384615383	-5.408343432051177
2.558528428093646	-7.463384281570149
2.5785953177257523	-6.8201026290028635
2.59866220735786	-5.170672487921566
2.6187290969899664	-5.325553812459917
2.638795986622074	-6.694286025327644
2.6588628762541804	-7.153243489400944
2.678929765886288	-7.096191650633432
2.6989966555183944	-7.72362802941735
2.719063545150502	-8.124919294786716
2.7391304347826084	-8.743606379854262
2.759197324414716	-6.935224984553836
2.7792642140468224	-7.601726151506237
2.79933110367893	-9.298895322146542
2.8193979933110374	-7.247028329395136
2.839464882943144	-6.802593495721809
2.8595317725752514	-8.207112093850093
2.879598662207358	-6.98418124028391
2.8996655518394654	-7.5454207294543565
2.919732441471572	-7.523748851213673
2.9397993311036794	-7.475549549021391
2.959866220735786	-9.522502729890036
2.9799331103678934	-7.963558246532137
3.0	-9.164742483478939
