A	B	C	D
-0.3735778741103027	3.018944585955853	0.7170010389045425	8.034292190348776
-0.4395564317685607	4.235748989485898	0.02912373361724463	6.465629304680887
2.020906828255564	2.4381851887601442	2.461766471705941	6.363834382431008
0.9056705740085501	2.919176504576229	-0.42245421585804066	4.974867187904296
1.5491872406933702	4.074490486142873	-1.0342719038420247	6.590412300765806
1.8200405766055456	3.941052959260027	2.6440199328514096	6.73584523429948
-0.03195571556529599	4.3880780598338776	0.9762710970372391	4.106801305170283
-0.026152983339582322	3.2880339417339037	4.450766531407753	5.897401890467704
-0.7401710758419677	1.955507348176969	1.3497285525072902	6.501760891275718
-0.0496979258494103	3.2663960866413992	-0.07169037457926519	6.205726164526933
0.11470059005345308	6.047608857780553	0.9606930778054399	3.5963430263915313
-0.6781507200128757	2.6077309660878636	2.4463190301761903	6.6046726432522895
-2.047163377831081	4.044395976810074	3.1137658915817465	5.971658988717578
1.3778398106436047	4.791312983394925	1.98912010028682	5.874465347835472
1.335407467071836	4.592851375059016	0.34254846070049505	7.004846716398138
-0.23615085894712062	4.4806821028044705	2.000310585778173	6.549552059006165
0.34849288040263715	6.590653365678056	1.7439523193124735	5.906669931392844
0.6826140160227858	1.297162979281611	2.294557347689325	3.4200933763049424
-1.4562045582967211	3.811384086160737	0.6444080943827852	4.95488717526864
-0.6890904601993804	3.715341814054235	0.5355222071207486	7.347907117031322
0.5407291205085131	2.8339127595525073	1.1760341708686284	6.177213207856769
1.674816422781826	3.7022210656670484	0.3201918727304962	6.78195405070781
0.07573473191860262	4.633661684540207	-0.21697649088509796	5.615595214822211
0.5426692202993751	3.7709174326423502	0.7906535949250082	7.303902340380398
-1.2126317157601263	3.780539391644565	-0.5805219490662692	5.837459025475579
0.5603409431914683	3.8987433667613187	2.9470622352863867	5.5646881173214595
0.33752436318993845	4.03787456265358	0.7957008471649742	5.178975004068092
0.8159320403480936	4.2139312516648255	1.2441418079866702	7.402228600020641
-0.4534471790353465	5.109249348349355	1.5191703390352245	4.927527351745328
-1.7753046788376614	3.5783895088101714	1.6776749840735001	5.739439804384114
-0.44649950323554644	2.867728414121372	0.9937467610017021	4.6445338726051295
0.9117189153024091	3.054036062595914	0.09446537143049893	5.5656245706816145
1.4101903607221675	4.21919607776787	0.6172959919815224	5.867840129712595
0.774228605348038	3.0468162002443053	1.4136421096373386	6.170395715286666
-0.7248425741691324	4.363531700761826	0.31083142521171736	6.413397878217417
-1.5985437842777064	4.555959781875592	1.8275125688373244	6.354815170830441
0.03667211818745589	3.979238761235133	1.9783412812515688	6.39339824231378
-2.098872655662303	4.894546388704013	0.9028887595938273	7.071450994786543
0.8923211712380583	3.222255200152115	0.5123916107060063	7.735128141339997
-1.1370525414538104	4.810495446174491	0.3036152841415367	7.127496841011408
0.006565573249868881	3.861588890762135	-0.6214301195148113	5.276948520990154
-1.2892226454337055	3.944074684205721	1.1705607477918116	5.191208177389064
-0.17950315929566824	3.3476885011391815	0.7222997750473498	6.844464253010677
-0.9425173923887404	2.811429009605469	0.23058694534542057	6.113713949486343
-0.18659892637256836	4.802052983608489	0.5056083281954771	5.309514072098622
0.491686487122088	5.087802268797874	1.4113625030296009	7.64959951831726
2.173091654579814	3.665156584912808	0.9057645207731073	5.170079980111972
1.1015241500104753	4.011139921429636	2.267693848090378	6.148096872958358
1.0816179422750885	5.405043541547616	1.1002334589059393	7.678260125842403
-0.36122641316553017	5.454492378891395	2.3525856129963088	5.326688538943188
0.8827447645659044	3.9498754053941463	2.2145782434211734	5.91509503655195
1.150163551185372	4.112299553612832	0.6201018417454391	6.163404003107382
2.095117646332267	3.384916614193131	1.9965788896743777	6.636516666082068
1.0393874582734217	4.90526172792735	0.7765184076845066	4.508267037715763
-0.4189282498877834	4.1360833656665426	0.18374108388464272	6.303507373858956
-0.6529415305188467	4.086293923794406	2.4869444847302473	6.126013438060456
0.04568007703979072	1.9242967764017704	0.49066608897688024	6.141219948053307
0.4399202344681271	1.5546626264039571	0.6734545358055442	5.433740138013363
-1.4726206749822612	3.717472221554301	1.4035622813537587	7.098394885662093
0.07603833552155255	2.385533907507496	0.25095946732160834	6.545167250866844
0.12714047154608185	3.814089022718485	0.1871702344385643	6.757678292350346
-0.7502545829966638	4.935246104037931	2.8376868798187282	5.69158469620506
-1.6148180903391596	3.056297484914282	-0.31766466303196883	5.22306283202012
-1.5290631156729175	5.280361028072685	-1.0414114570914719	5.898473733294929
0.6092667850963629	4.136909123334254	-0.33595213597196616	5.639639486223339
-0.9136597349661	2.99933950898827	0.9831329668668255	5.5301749798675965
-1.580777475161926	3.485775450840134	0.5292194198053547	5.8937048541797905
0.29905692840887416	2.910391100169828	0.957721757525374	7.231524709415799
-1.0472266433595385	4.108429828457889	3.0034895594804736	4.763953582966192
1.9452332076072023	3.5863846663418983	2.164645420408224	5.970589609478349
