f1	f2	f3	class
1.1507442938738637	8.181925437661997	5.679369486515439	0
2.454496360798799	4.786803257054487	1.6756369526736548	2
0.3895268377939734	0.5729596530516445	1.4728331687058183	0
3.5118586440038104	8.844366953164048	0.3633314494968565	2
4.726606523167688	2.0682174920950147	8.378356413066326	1
1.3567246482529622	4.081167010989526	5.485369286338311	0
2.105655179242925	0.09487236760244877	7.725221120469758	2
5.275823761703727	9.124351080931405	0.3090704604452965	1
3.685194283536035	3.7931440337151088	3.667246116604974	2
3.862021812239642	4.7908872110226985	9.437567575338445	2
1.5359972503418686	8.002993658008448	5.523296837451074	2
5.9438529721756055	4.3234861713664845	3.7302722291279733	1
3.017045925424663	9.159180284676722	1.448748561736397	2
7.080758757305137	9.723779570542563	7.1263368310505495	1
-1.7335762639332926	0.5392882912556596	5.581933920540444	0
2.8124471074120465	0.3625289804662901	1.90098408689223	2
4.230224269028976	5.200635905331846	4.478720655788565	1
3.412876617841907	9.894204154799729	8.381564046736035	1
3.51000894242138	9.256978366894971	3.2732850668210336	2
1.639212938152364	2.617947784718244	5.1365930931065655	0
3.479872689349372	4.800552283730246	7.517972382426757	1
0.8879278853097176	4.512283543206051	1.0854035838093323	0
1.3256574108264445	0.5656904736695534	4.707832842022257	0
-0.3270552960929725	8.883986434920601	2.8085119582411666	0
-0.2478628452683612	6.073684320994347	1.5822258435287395	0
2.031780712177127	4.384516346054708	0.6602311387310511	0
5.224632463574438	5.247316364998186	4.840270701523445	1
3.9897763889317694	3.9598101198834756	1.797913633833066	1
3.3553680390618164	2.29149471133025	5.641453253119132	2
1.9909155377390035	2.4070521755924945	1.6734746948938095	2
5.501919556065879	8.553772647688454	1.08578938244827	1
1.20020121893119	0.39606357244907686	5.2808477802749145	0
5.197182597764879	3.0704211152431125	2.0573263326673907	1
2.080612032802844	3.2447520750618084	7.777363721572642	2
5.983182042441282	7.985209530645148	7.548386173220967	1
0.2153743013473541	2.5067953609641327	1.1003031124177065	0
0.4059714620162043	3.7825868429218157	5.902200801932221	0
2.308333740097366	3.5577004139770474	8.94836550494327	2
0.7616525850677377	7.37464916730258	9.921463323411615	0
5.934121770613029	7.843273366184565	6.848944367108424	1
6.502269661475186	9.761386982110782	6.939925336203072	1
4.206698199696178	2.5422506130275133	9.256125598182326	2
0.561826097171016	3.1542147264929055	5.393622670588162	0
-0.8766142499677237	8.019027562154253	3.517141906955178	0
5.678896074826147	3.47204317145565	6.4189336918285	1
-0.541521195655774	8.510071286974322	9.351965072752925	0
-0.8854659075065141	6.4419149415989665	0.70017996254359	0
2.241931475882814	3.77326312192507	3.6137048056716194	2
5.115807670720693	5.896766548554887	9.265036481793254	1
1.147263966652413	3.630743138961605	4.385972015924424	0
1.3634858709032782	1.8362906861579897	7.0112751120701455	0
3.522344908216091	3.790472018308667	4.227191807858616	2
5.499543097536878	3.339301462132096	2.593760393774416	1
3.439907989417758	3.7399563245353873	4.0715677409149444	1
5.160061396774092	7.850371960628656	1.3580342383968114	2
4.84764792801348	6.054081651508424	0.05280554879464994	1
4.58804089562028	9.12206757328516	1.5605163847605152	1
1.3237499407051496	4.904557108035638	6.761870501680175	2
6.19052381850252	0.6002163856948817	5.584238942396	1
4.845128549197577	9.983178140727677	8.459289143142822	2
0.1755986444069123	8.905509041033186	0.4151031975637187	0
4.606001655612928	2.530276206249779	4.705892266693668	1
2.7448015335415543	2.06221815086539	9.024858930337592	2
0.9537540699142204	8.738203082617279	2.7007552378472433	0
4.353377845128778	1.777197522324171	2.051660852405571	1
-0.0182265443151042	9.669348175516557	7.746785921953489	0
5.614704816662811	9.615502105713627	9.330994404190177	1
-0.766151905684734	7.009825373072349	9.170630824678666	0
-0.6216886410969108	2.279557818064255	2.995041705396516	0
3.722442367108214	0.21961620642491742	4.365807794737061	1
1.8538296992679664	6.647351085499301	3.9257255348057774	0
5.273406405995286	8.305511321556704	5.098598956407411	1
3.8912058917435255	2.398060933864643	3.903663481720793	1
1.2748800386029264	1.2698819569143671	5.390000886575041	2
5.689857747832474	3.1047604585389763	5.227977035500386	1
1.1533946612671842	3.338571073776808	8.752204125763319	0
0.4090451648038565	0.9720963360547386	3.9218881542490713	0
2.8835967152194475	0.3762251576102138	3.226526450665469	2
5.979169935037941	0.9767034338861347	4.231400527741514	1
5.199891096166233	2.0712014177791325	1.9269516535563236	1
3.944987423936297	0.5331395473442524	5.014868728459185	1
1.9920737679286853	3.753638664621597	5.356335782866134	2
3.817715449951925	5.037257628464227	2.8802883810699944	1
4.289652653522875	7.07250969988605	7.6238881819614015	1
4.833755839396912	7.965074768703185	1.9140177914082612	2
0.0314685685657349	3.5785378162804324	2.3576334491087056	0
3.704984881089177	1.0787729447982364	1.7470516311260353	1
2.500977994519101	1.720650448236467	7.455330641162291	2
4.287641459894951	5.386622703464675	9.887757226206586	1
0.1332337911805695	7.507364610209894	8.065236168630562	0
4.640867700542935	4.228362601279536	0.7298368897339225	1
5.692376591247816	9.032061832866184	0.47743302891641304	1
4.378390514659365	2.3355228830306762	3.280036315058985	1
5.7185900877497975	8.926643823346707	8.79670291882524	1
-0.3955026325393099	6.357209486430797	1.7580260864928665	0
-1.1554404034945582	1.3830655084965537	3.5529342580285803	0
6.635859915092703	0.4842778965021288	8.779707742906973	1
2.763361003461378	3.165537330948396	6.183609863659772	2
2.530816013793146	6.138371519402407	9.0590618084345	2
4.780177735079144	0.6272341238492363	4.590394900280929	1
5.321000561021912	1.770181740700194	7.730532594138966	1
3.5299318260951003	0.5716383692961047	4.510875896728855	2
1.069180160762143	2.000875991154315	5.5045750088499235	0
2.392119719677254	3.8549467790048664	7.06210557048219	0
-0.3227004046676121	5.484913628453839	9.343598943401156	0
2.9130017327292093	5.359524569586677	8.666045849856628	2
0.222311257015319	8.403760863304715	7.889543367317055	0
6.958323222984	5.028892407629146	3.64391612378825	1
-0.3785060437884056	9.078395451483587	4.481196056510005	0
3.3756242997097683	1.1323562876395399	9.426752079723027	2
-2.1026291879893866	5.443388817463763	8.478156682567072	0
1.4138915831547678	3.9158369067456587	8.57498724901357	0
-0.514370357066607	5.370626348380904	5.322460696885285	0
1.567066149074363	1.1706431993088318	8.609914974717121	2
2.3378789658381125	5.574408089316827	3.6089828321906126	2
4.694999199903999	6.806662692864628	9.41314196856972	2
1.2258746834680343	9.820590526749557	0.9272652020533145	0
5.307772482699618	3.098368682508963	5.774363448028909	1
5.280043398052511	7.322184786693059	7.236719873197304	1
2.3255574947237223	0.33672395946211964	8.937920184528263	2
2.4506810235100294	8.944581721447653	8.08428983164758	2
2.97921449080447	9.685996419518553	3.2809374643515543	2
6.578556058444276	5.246287172619306	0.45434475361079363	1
4.529545594540274	1.4515922793253155	6.970510104907465	2
3.912712904990525	8.201438493759268	6.332644969345671	2
0.3542868970620614	5.4060486609173	3.2466204871752478	0
3.187183910874574	1.064468032455217	7.995458978944361	2
2.658716151259981	1.324260722353382	0.732823084064721	2
2.5384305107393783	9.47425102442574	9.286334823504616	2
1.3709364266656068	4.840758141328533	3.569344259810756	0
-0.1991899915987945	7.252550480883137	4.152463478719289	0
3.5151206145830947	8.834681137687166	6.351647945981752	2
3.44779719609854	7.932558824974301	6.89743230768711	2
1.3018087760673436	0.914156176396066	3.6315697601328703	2
2.887536546472178	0.6185714264976439	3.0309706342692055	2
3.635028519121702	6.684258276020968	1.3274918255660728	2
5.632321989692634	4.80699843458906	6.565549780330725	1
5.582475037272222	6.867316169456922	4.9826441386165055	1
0.0498601886726755	0.00854934258517459	4.567410728895091	0
4.842297982728308	2.163979128083625	1.607432404225504	2
4.414542558809355	7.167124065212603	0.10641909633624658	1
-0.8534078823601776	7.958548811414936	5.919344491756629	0
1.7505607378169328	6.06018232111841	7.7145005099684685	0
3.335656298093889	8.578356940317319	9.782942218551375	2
2.382900833060618	0.3232885465966451	9.986587908874514	2
0.9618844115740676	9.585049159151447	9.11316327949806	0
0.4591890850969221	4.6692458053536345	0.5385455549195384	0
5.473942376622264	4.902731164634517	2.32238768971891	1
-0.8300090487215965	4.317674010806169	6.788101562541495	0
3.4125284171460324	4.445614650504682	3.6702934003130494	2
